company_name,ticker,esg_score,risk_level,page_number
Jaya Tiasa Holdings Bhd.,KLS:4383,23,Medium ESG Risk,642
"Jaymart Group Holdings Public Co., Ltd.",BKK:JMART,16,Low ESG Risk,642
Jazeera Airways Co. K.S.C.,KUW:JAZEERA,29.8,Medium ESG Risk,642
Jazz Pharmaceuticals Plc,NAS:JAZZ,24.7,Medium ESG Risk,643
"JB Financial Group Co., Ltd.",KRX:175330,24.3,Medium ESG Risk,643
JB Hi-Fi Ltd.,ASX:JBH,14.4,Low ESG Risk,643
JBG SMITH Properties,NYS:JBGS,13.2,Low ESG Risk,643
JBM Auto Ltd.,BOM:532605,20.9,Medium ESG Risk,643
JBS SA,BSP:JBSS3,43.3,Severe ESG Risk,643
JBS USA Food Co.,-,33.7,High ESG Risk,643
JCDecaux SE,PAR:DEC,13.1,Low ESG Risk,643
"JCET Group Co., Ltd.",SHG:600584,32.5,High ESG Risk,643
"JCHX Mining Management Co., Ltd.",SHG:603979,55.4,Severe ESG Risk,643
"JCR Pharmaceuticals Co., Ltd.",TKS:4552,27.9,Medium ESG Risk,644
JCU Corp.,TKS:4975,34.5,High ESG Risk,644
"JD Health International, Inc.",HKG:6618,19.6,Low ESG Risk,644
"JD Logistics, Inc.",HKG:2618,22.2,Medium ESG Risk,644
JD Sports Fashion Plc,LON:JD,12.6,Low ESG Risk,644
JD Wetherspoon Plc,LON:JDW,26.5,Medium ESG Risk,644
"JD.com, Inc.",HKG:9618,26,Medium ESG Risk,644
JDC Corp. (Japan),TKS:1887,39.4,High ESG Risk,644
JDE Peet's NV,AMS:JDEP,20.8,Medium ESG Risk,644
"Jefferies Financial Group, Inc.",NYS:JEF,24.7,Medium ESG Risk,644
"Jeil Pharmaceutical Co., Ltd.",KRX:271980,36.5,High ESG Risk,645
"Jeisys Medical, Inc.",KRX:287410,35.2,High ESG Risk,645
"JEJUAIR CO., LTD.",KRX:089590,38.7,High ESG Risk,645
"JELD-WEN Holding, Inc.",NYS:JELD,27.9,Medium ESG Risk,645
"Jenkem Technology Co., Ltd.",SHG:688356,31.3,High ESG Risk,645
Jenoptik AG,ETR:JEN,9.5,Negligible ESG Risk,645
Jentech Precision Industrial Co. Ltd.,TAI:3653,24.1,Medium ESG Risk,645
JEOL Ltd.,TKS:6951,17.2,Low ESG Risk,645
Jerónimo Martins SGPS SA,LIS:JMT,16.2,Low ESG Risk,645
Jersey Central Power & Light Co.,-,20.6,Medium ESG Risk,645
"Jersey Mike's Franchise Systems, Inc.",-,33.2,High ESG Risk,646
"Jess-Link Products Co., Ltd.",TAI:6197,23.7,Medium ESG Risk,646
Jet2 Plc,LON:JET2,40.7,Severe ESG Risk,646
JetBlue Airways Corp.,NAS:JBLU,30.4,High ESG Risk,646
Jeudan A/S,CSE:JDAN,18,Low ESG Risk,646
"JFE Holdings, Inc.",TKS:5411,39.3,High ESG Risk,646
JFrog Ltd.,NAS:FROG,21.6,Medium ESG Risk,646
JGC Holdings Corp.,TKS:1963,41.4,Severe ESG Risk,646
JHSF Participações SA,BSP:JHSF3,18.7,Low ESG Risk,646
"Jiajiayue Group Co., Ltd.",SHG:603708,29.5,Medium ESG Risk,646
"Jiang Su Etern Co., Ltd.",SHG:600105,25.3,Medium ESG Risk,647
"Jiangling Motors Co., Ltd.",SHE:000550,30.2,High ESG Risk,647
"Jiangsu Amer New Material Co., Ltd.",SHE:002201,23.4,Medium ESG Risk,647
Jiangsu Azure Corp.,SHE:002245,30.8,High ESG Risk,647
"Jiangsu Boqian New Materials Stock Co., Ltd.",SHG:605376,25.6,Medium ESG Risk,647
Jiangsu Broadcasting Cable Information Network Corp. Ltd.,SHG:600959,17.9,Low ESG Risk,647
"Jiangsu Changbao Steeltube Co., Ltd.",SHE:002478,47.4,Severe ESG Risk,647
"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",SHG:601128,32.9,High ESG Risk,647
"Jiangsu Cnano Technology Co., Ltd.",SHG:688116,30.3,High ESG Risk,647
"Jiangsu Dingsheng New Material Joint-Stock Co., Ltd.",SHG:603876,39.3,High ESG Risk,647
"Jiangsu Eastern Shenghong Co., Ltd.",SHE:000301,34.9,High ESG Risk,648
Jiangsu Expressway Co. Ltd.,HKG:177,12.7,Low ESG Risk,648
"Jiangsu Guomao Reducer Co., Ltd.",SHG:603915,36.2,High ESG Risk,648
"Jiangsu Guotai International Group Co., Ltd.",SHE:002091,22.6,Medium ESG Risk,648
Jiangsu Guoxin Corp. Ltd.,SHE:002608,36.9,High ESG Risk,648
"Jiangsu Haili Wind Power Equipment Technology Co., Ltd.",SHE:301155,30.3,High ESG Risk,648
"Jiangsu Hengli Hydraulic Co., Ltd.",SHG:601100,36.1,High ESG Risk,648
"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",SHG:600276,30.6,High ESG Risk,648
"Jiangsu Hongdou Industry Co., Ltd.",SHG:600400,18.6,Low ESG Risk,648
"Jiangsu Hoperun Software Co., Ltd.",SHE:300339,30.2,High ESG Risk,648
"Jiangsu Huahong Technology Stock Co., Ltd.",SHE:002645,35.5,High ESG Risk,649
"Jiangsu Jiangyin Rural Commercial Bank Co., Ltd.",SHE:002807,30.5,High ESG Risk,649
"Jiangsu Jiejie Microelectronics Co., Ltd.",SHE:300623,25.7,Medium ESG Risk,649
"Jiangsu Kanion Pharmaceutical Co., Ltd.",SHG:600557,34.3,High ESG Risk,649
"Jiangsu King's Luck Brewery Joint-stock Co., Ltd.",SHG:603369,29,Medium ESG Risk,649
"Jiangsu Lianyungang Port Co., Ltd.",SHG:601008,20.1,Medium ESG Risk,649
"Jiangsu Lihua Animal Husbandry Co., Ltd.",SHE:300761,47.5,Severe ESG Risk,649
"Jiangsu Linyang Energy Co., Ltd.",SHG:601222,19.1,Low ESG Risk,649
"Jiangsu Lopal Tech. Co., Ltd.",SHG:603906,35,High ESG Risk,649
"Jiangsu Nata Opto-electronic Material Co., Ltd.",SHE:300346,26,Medium ESG Risk,649
"Jiangsu Nhwa Pharmaceutical Co., Ltd.",SHE:002262,29.4,Medium ESG Risk,650
"Jiangsu Pacific Quartz Co., Ltd.",SHG:603688,35.1,High ESG Risk,650
"Jiangsu Phoenix Publishing & Media Corp., Ltd.",SHG:601928,17.3,Low ESG Risk,650
"Jiangsu Provincial Agricultural Reclamation & Dev Co., Ltd",SHG:601952,42.4,Severe ESG Risk,650
"Jiangsu Shagang Co., Ltd.",SHE:002075,41.9,Severe ESG Risk,650
"Jiangsu Shuangxing Color Plastic New Materials Co., Ltd.",SHE:002585,21.3,Medium ESG Risk,650
"Jiangsu ToLand Alloy Co., Ltd.",SHE:300855,55.6,Severe ESG Risk,650
"Jiangsu Wuzhong Pharmaceutical Development Co., Ltd.",SHG:600200,37,High ESG Risk,650
"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",SHE:002304,29,Medium ESG Risk,650
"Jiangsu Yangnong Chemical Co., Ltd.",SHG:600486,40.6,Severe ESG Risk,650
"Jiangsu Yinhe Electronics Co., Ltd.",SHE:002519,22.6,Medium ESG Risk,651
"Jiangsu Yoke Technology Co., Ltd.",SHE:002409,32.7,High ESG Risk,651
"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd.",SHE:002223,35,High ESG Risk,651
"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd.",SHE:002839,35.8,High ESG Risk,651
"Jiangsu Zhongnan Construction Group Co., Ltd.",-,25.4,Medium ESG Risk,651
"Jiangsu Zhongtian Technology Co., Ltd.",SHG:600522,29.6,Medium ESG Risk,651
Jiangsu Zijin Rural Commercial Bank Co. Ltd.,SHG:601860,29.7,Medium ESG Risk,651
"Jiangsu Zongyi Co., Ltd.",SHG:600770,31.7,High ESG Risk,651
"Jiangxi Copper Co., Ltd.",HKG:358,47.2,Severe ESG Risk,651
"Jiangxi Ganneng Co., Ltd.",SHE:000899,58,Severe ESG Risk,651
"Jiangxi Jovo Energy Co., Ltd.",SHG:605090,52.6,Severe ESG Risk,652
"Jiangxi Lianchuang Optoelectronic Science & Tech Co., Ltd.",SHG:600363,27.4,Medium ESG Risk,652
"Jiangxi Special Electric Motor Co., Ltd.",SHE:002176,62.7,Severe ESG Risk,652
"Jiangxi Wannianqing Cement Co., Ltd.",SHE:000789,40.5,Severe ESG Risk,652
"Jiangyin Hengrun Heavy Industries Co., Ltd.",SHG:603985,36.3,High ESG Risk,652
"Jiangzhong Pharmaceutical Co., Ltd.",SHG:600750,33.3,High ESG Risk,652
"Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd.",SHE:000612,39.7,High ESG Risk,652
"Jiayou International Logistics Co., Ltd.",SHG:603871,28,Medium ESG Risk,652
Jigsaw Funding Plc,-,35.6,High ESG Risk,652
Jihua Group Corp. Ltd.,SHG:601718,24.3,Medium ESG Risk,652
"Jilin Aodong Pharmaceutical Group Co., Ltd.",SHE:000623,33.2,High ESG Risk,653
"Jilin Electric Power Co., Ltd.",SHE:000875,61.8,Severe ESG Risk,653
"Jilin Sino-Microelectronics Co., Ltd.",SHG:600360,40.5,Severe ESG Risk,653
"JIN AIR Co., Ltd.",KRX:272450,32.5,High ESG Risk,653
"Jin Tong Ling Technology Group Co., Ltd.",SHE:300091,35.5,High ESG Risk,653
"Jinan Acetate Chemical Co., Ltd.",TAI:4763,32.3,High ESG Risk,653
"Jinan Shengquan Group Share Holding Co., Ltd.",SHG:605589,45.5,Severe ESG Risk,653
Jinchuan Group International Resources Co. Ltd.,HKG:2362,26.3,Medium ESG Risk,653
Jindal SAW Ltd.,BOM:500378,44.4,Severe ESG Risk,653
Jindal Stainless Ltd.,BOM:532508,36.7,High ESG Risk,653
Jindal Steel & Power Ltd.,BOM:532286,47.5,Severe ESG Risk,654
Jindal Worldwide Ltd.,BOM:531543,18.8,Low ESG Risk,654
"Jinduicheng Molybdenum Co., Ltd.",SHG:601958,55,Severe ESG Risk,654
"Jinghua Pharmaceutical Group Co., Ltd.",SHE:002349,37.3,High ESG Risk,654
"Jingjin Equipment, Inc.",SHG:603279,33,High ESG Risk,654
"Jinhong Gas Co., Ltd.",SHG:688106,34.8,High ESG Risk,654
"Jinhui Liquor Co., Ltd.",SHG:603919,27.1,Medium ESG Risk,654
"JinJian Cereals Industry Co., Ltd.",SHG:600127,40.2,Severe ESG Risk,654
"Jinke Property Group Co., Ltd.",SHE:000656,28.7,Medium ESG Risk,654
"Jinke Smart Services Group Co., Ltd.",HKG:9666,19.7,Low ESG Risk,654
"Jinko Power Technology Co., Ltd.",SHG:601778,48.4,Severe ESG Risk,655
"Jinko Solar Co., Ltd.",SHG:688223,31.4,High ESG Risk,655
"JinkoSolar Holding Co., Ltd.",NYS:JKS,37.1,High ESG Risk,655
"Jinlei Technology Co., Ltd.",SHE:300443,28.2,Medium ESG Risk,655
"Jinmao Property Services Co., Ltd.",HKG:816,24.3,Medium ESG Risk,655
"Jinneng Holding Shanxi Coal Industry Co., Ltd.",SHG:601001,53.7,Severe ESG Risk,655
"Jinneng Holding Shanxi Electric Power Co,. Ltd.",SHE:000767,58.5,Severe ESG Risk,655
"Jinneng Science & Technology Co., Ltd.",SHG:603113,34.5,High ESG Risk,655
"Jins Holdings, Inc.",TKS:3046,17.9,Low ESG Risk,655
Jinxin Fertility Group Ltd.,HKG:1951,22.3,Medium ESG Risk,655
Jinzhou Port Co. Ltd.,SHG:600190,19.8,Low ESG Risk,656
"Jinzhou Yongshan Lithium Co., Ltd.",SHG:603399,56.2,Severe ESG Risk,656
"Jishi Media Co., Ltd.",SHG:601929,49.5,Severe ESG Risk,656
"Jiugui Liquor Co., Ltd.",SHE:000799,30.5,High ESG Risk,656
Jiumaojiu International Holdings Ltd.,HKG:9922,29.5,Medium ESG Risk,656
"Jiuzhitang Co., Ltd.",SHE:000989,37.2,High ESG Risk,656
"Jizhong Energy Resources Co., Ltd.",SHE:000937,61.5,Severe ESG Risk,656
JJBC LLC,-,32.8,High ESG Risk,656
JK Lakshmi Cement Ltd.,BOM:500380,32.1,High ESG Risk,656
JK Paper Ltd.,BOM:532162,25.4,Medium ESG Risk,656
JK Tyre & Industries Ltd.,BOM:530007,20.8,Medium ESG Risk,657
"JL MAG Rare-Earth Co., Ltd.",HKG:6680,29.4,Medium ESG Risk,657
JLEN Environmental Assets Group Ltd.,LON:FGEN,20.1,Medium ESG Risk,657
JM AB,OME:JM,18.9,Low ESG Risk,657
"JM Family Enterprises, Inc.",-,24.6,Medium ESG Risk,657
JM Financial Ltd.,BOM:523405,31.7,High ESG Risk,657
"JM Holdings Co., Ltd.",TKS:3539,24.7,Medium ESG Risk,657
"JMDC, Inc.",TKS:4483,23.8,Medium ESG Risk,657
JMT Network Services Public Co. Ltd.,BKK:JMT,23.5,Medium ESG Risk,657
JNBY Design Ltd.,HKG:3306,14.3,Low ESG Risk,657
"Joby Aviation, Inc.",NYS:JOBY,40.3,Severe ESG Risk,658
"JOEONE Co., Ltd.",SHG:601566,19.6,Low ESG Risk,658
"John B. Sanfilippo & Son, Inc.",NAS:JBSS,31.4,High ESG Risk,658
John Bean Technologies Corp.,NYS:JBT,27,Medium ESG Risk,658
John Deere Financial Ltd.,-,19,Low ESG Risk,658
"John Marshall Bancorp, Inc.",NAS:JMSB,30.1,High ESG Risk,658
John Mattson Fastighetsföretagen AB,OME:JOMA,17.7,Low ESG Risk,658
John Sevier Combined Cycle Generation LLC,-,44.9,Severe ESG Risk,658
"John Wiley & Sons, Inc.",NYS:WLY,13.3,Low ESG Risk,658
John Wood Group Plc,LON:WG,17.4,Low ESG Risk,658
Johns Lyng Group Ltd.,ASX:JLG,43.8,Severe ESG Risk,659
Johnson & Johnson,NYS:JNJ,20.1,Medium ESG Risk,659
Johnson Controls International Plc,NYS:JCI,16.1,Low ESG Risk,659
Johnson Electric Holdings Ltd.,HKG:179,23.3,Medium ESG Risk,659
Johnson Health Tech Co. Ltd.,TAI:1736,14.4,Low ESG Risk,659
Johnson Matthey Plc,LON:JMAT,18.8,Low ESG Risk,659
"Johnson Outdoors, Inc.",NAS:JOUT,11.3,Low ESG Risk,659
Johnson Service Group Plc,LON:JSG,16.7,Low ESG Risk,659
"Joincare Pharmaceutical Group Industry Co., Ltd.",SHG:600380,31.2,High ESG Risk,659
"JOINN Laboratories (China) Co., Ltd.",HKG:6127,19.6,Low ESG Risk,659
"Jointo Energy Investment Co., Ltd. Hebei",SHE:000600,56.5,Severe ESG Risk,660
"Jointown Pharmaceutical Group Co., Ltd.",SHG:600998,25.5,Medium ESG Risk,660
Jollibee Foods Corp.,PHS:JFC,30,Medium ESG Risk,660
Jonah Energy Abs I LLC,-,32.1,High ESG Risk,660
"Jones Lang LaSalle, Inc.",NYS:JLL,7.4,Negligible ESG Risk,660
"Jonjee Hi-Tech Industrial & Commercial Holding Co., Ltd.",SHG:600872,43,Severe ESG Risk,660
"Joshin Denki Co., Ltd.",TKS:8173,14.1,Low ESG Risk,660
JOST Werke SE,ETR:JST,16.1,Low ESG Risk,660
Joyful Honda Co. Ltd.,TKS:3191,17.8,Low ESG Risk,660
"Joyoung Co., Ltd.",SHE:002242,24.3,Medium ESG Risk,660
"JOYY, Inc.",NAS:YY,31.5,High ESG Risk,661
"JP Holdings, Inc.",TKS:2749,20.1,Medium ESG Risk,661
JPMorgan Chase & Co.,NYS:JPM,27.5,Medium ESG Risk,661
JR Global REIT,KRX:348950,23,Medium ESG Risk,661
JS Global Lifestyle Co. Ltd.,HKG:1691,24.6,Medium ESG Risk,661
JSE Ltd.,JSE:JSE,17.9,Low ESG Risk,661
"JSL Construction & Development Co., Ltd.",TAI:2540,40.9,Severe ESG Risk,661
JSP Corp.,TKS:7942,29.6,Medium ESG Risk,661
JSR Corp.,-,29.4,Medium ESG Risk,661
JSTI Group,SHE:300284,41.6,Severe ESG Risk,661
JSW Cement Ltd.,-,17.6,Low ESG Risk,662
JSW Energy Ltd.,BOM:533148,23.2,Medium ESG Risk,662
JSW Infrastructure Ltd.,BOM:543994,33,High ESG Risk,662
JSW Steel Ltd.,BOM:500228,35.8,High ESG Risk,662
JTC Plc,LON:JTC,24.8,Medium ESG Risk,662
JTEKT Corp.,TKS:6473,22.5,Medium ESG Risk,662
"JTOWER, Inc.",TKS:4485,40,Severe ESG Risk,662
Jubilant FoodWorks Ltd.,BOM:533155,22.4,Medium ESG Risk,662
Jubilant Ingrevia Ltd.,BOM:543271,24.6,Medium ESG Risk,662
Jubilant Pharmova Ltd.,BOM:530019,29.7,Medium ESG Risk,662
Judges Scientific Plc,LON:JDG,12.3,Low ESG Risk,663
Judo Capital Holdings Ltd.,ASX:JDO,30.2,High ESG Risk,663
"Juewei Food Co., Ltd.",SHG:603517,47.8,Severe ESG Risk,663
JUKI Corp.,TKS:6440,33.7,High ESG Risk,663
Julius Bär Gruppe AG,SWX:BAER,15.8,Low ESG Risk,663
Jumbo Interactive Ltd.,ASX:JIN,19.8,Low ESG Risk,663
Jumbo SA,ATH:BELA,19.6,Low ESG Risk,663
"Juneyao Airlines Co., Ltd.",SHG:603885,34,High ESG Risk,663
Jungfraubahn Holding AG,SWX:JFN,32.1,High ESG Risk,663
Jungheinrich AG,ETR:JUN3,25.7,Medium ESG Risk,663
"Juniper Networks, Inc.",NYS:JNPR,12.9,Low ESG Risk,664
Jupiter Fund Management Plc,LON:JUP,14.5,Low ESG Risk,664
Jupiter Life Line Hospitals Ltd.,BOM:543980,31.9,High ESG Risk,664
Jupiter Mines Ltd.,ASX:JMS,44.1,Severe ESG Risk,664
"Juroku Financial Group, Inc.",TKS:7380,28.9,Medium ESG Risk,664
Just Dial Ltd.,BOM:535648,23.3,Medium ESG Risk,664
Just Eat Takeaway.com NV,AMS:TKWY,22.7,Medium ESG Risk,664
Just Group Plc,LON:JUST,16.5,Low ESG Risk,664
JustSystems Corp.,TKS:4686,21.3,Medium ESG Risk,664
"JUSUNG ENGINEERING Co., Ltd.",KRX:036930,20.5,Medium ESG Risk,664
Juventus Football Club SpA,MIL:JUVE,17.9,Low ESG Risk,665
JVCKenwood Corp.,TKS:6632,21,Medium ESG Risk,665
JW PHARMACEUTICAL Corp.,KRX:001060,36,High ESG Risk,665
Jyothy Labs Ltd.,BOM:532926,28.1,Medium ESG Risk,665
JYP Entertainment Corp.,KRX:035900,15.4,Low ESG Risk,665
Jyske Bank A/S,CSE:JYSK,22.7,Medium ESG Risk,665
Jyske Realkredit A/S,-,21.3,Medium ESG Risk,665
"K Car Co., Ltd.",KRX:381970,16.8,Low ESG Risk,665
K-Fast Holding AB,OME:KFAST.B,20.7,Medium ESG Risk,665
K. Wah International Holdings Ltd.,HKG:173,18.9,Low ESG Risk,665
K.P.R. Mill Ltd.,BOM:532889,14,Low ESG Risk,666
K's Holdings Corp.,TKS:8282,18,Low ESG Risk,666
"K&O Energy Group, Inc.",TKS:1663,39.6,High ESG Risk,666
K+S AG,ETR:SDF,26.9,Medium ESG Risk,666
K2A Knaust & Andersson Fastigheter AB,OME:K2A.B,13.1,Low ESG Risk,666
"K92 Mining, Inc.",TSE:KNT,38.4,High ESG Risk,666
KABE Group AB,OME:KABE.B,29.5,Medium ESG Risk,666
Kadant Inc.,NYS:KAI,30.4,High ESG Risk,666
Kadokawa Corp.,TKS:9468,12.3,Low ESG Risk,666
"Kaga Electronics Co., Ltd.",TKS:8154,14.5,Low ESG Risk,666
"Kagome Co., Ltd.",TKS:2811,35.7,High ESG Risk,667
Kahoot! ASA,-,20.5,Medium ESG Risk,667
"Kailuan Energy Chemical Co., Ltd.",SHG:600997,53.6,Severe ESG Risk,667
Kaimei Electronic Corp.,TAI:2375,25.4,Medium ESG Risk,667
Kainos Group Plc,LON:KNOS,15.2,Low ESG Risk,667
Kaiser Aluminum Corp.,NAS:KALU,27.9,Medium ESG Risk,667
Kaiser Permanente Washington Health Research Institute,-,34.6,High ESG Risk,667
Kaishan Group Co. Ltd.,SHE:300257,36.9,High ESG Risk,667
Kajaria Ceramics Ltd.,BOM:500233,28.4,Medium ESG Risk,667
Kajima Corp.,TKS:1812,30.6,High ESG Risk,667
"Kakaku.com, Inc.",TKS:2371,22.9,Medium ESG Risk,668
Kakao Corp.,KRX:035720,20.7,Medium ESG Risk,668
Kakao Games Corp.,KRX:293490,12.5,Low ESG Risk,668
KakaoBank Corp.,KRX:323410,29.7,Medium ESG Risk,668
kakaopay Corp.,KRX:377300,18.5,Low ESG Risk,668
"Kaken Pharmaceutical Co., Ltd.",TKS:4521,28.5,Medium ESG Risk,668
Kaleseramik Canakkale Kalebodur Seramik Sanayi AS,IST:KLSER.E,26.5,Medium ESG Risk,668
Kallpa Generación SA,-,37.1,High ESG Risk,668
Kalpataru Projects International Ltd.,BOM:522287,38,High ESG Risk,668
"Kaltura, Inc.",NAS:KLTR,23.6,Medium ESG Risk,668
"KalVista Pharmaceuticals, Inc.",NAS:KALV,32.5,High ESG Risk,669
Kalyan Jewellers India Ltd.,BOM:543278,19.1,Low ESG Risk,669
Kamada Ltd.,TAE:KMDA,26.7,Medium ESG Risk,669
"Kamakura Shinsho, Ltd.",TKS:6184,24.6,Medium ESG Risk,669
Kaman Corp.,-,19.2,Low ESG Risk,669
Kambi Group Plc,OME:KAMBI,29.3,Medium ESG Risk,669
"Kameda Seika Co., Ltd.",TKS:2220,39,High ESG Risk,669
Kamei Corp.,TKS:8037,30.5,High ESG Risk,669
"Kamigumi Co., Ltd.",TKS:9364,17.3,Low ESG Risk,669
Kamux Oyj,HEL:KAMUX,12.1,Low ESG Risk,669
Kanaden Corp.,TKS:8081,22.2,Medium ESG Risk,670
"Kanagawa Chuo Kotsu Co., Ltd.",TKS:9081,23.1,Medium ESG Risk,670
"Kanamic Network Co., LTD.",TKS:3939,22.6,Medium ESG Risk,670
"Kanamoto Co., Ltd.",TKS:9678,24.3,Medium ESG Risk,670
"Kandenko Co., Ltd.",TKS:1942,35.7,High ESG Risk,670
Kaneka Corp.,TKS:4118,29.8,Medium ESG Risk,670
Kanematsu Corp.,TKS:8020,21.6,Medium ESG Risk,670
Kanematsu Electronics Ltd.,-,21,Medium ESG Risk,670
Kangji Medical Holdings Ltd.,HKG:9997,29.2,Medium ESG Risk,670
"Kangmei Pharmaceutical Co., Ltd.",SHG:600518,41.5,Severe ESG Risk,670
"KANGWON ENERGY Co., Ltd.",KRX:114190,36.4,High ESG Risk,671
"Kangwon Land, Inc.",KRX:035250,28,Medium ESG Risk,671
Kansai Food Market Ltd.,-,27.1,Medium ESG Risk,671
Kansai Nerolac Paints Ltd.,BOM:500165,18,Low ESG Risk,671
"Kansai Paint Co., Ltd.",TKS:4613,29.2,Medium ESG Risk,671
"Kanto Denka Kogyo Co., Ltd.",TKS:4047,35,High ESG Risk,671
Kanzhun Ltd.,HKG:2076,20.5,Medium ESG Risk,671
Kao Corp.,TKS:4452,17.1,Low ESG Risk,671
"Kaori Heat Treatment Co., Ltd.",TAI:8996,26.6,Medium ESG Risk,671
KAP Ltd.,JSE:KAP,37,High ESG Risk,671
"Kappa Create Co., Ltd.",TKS:7421,38,High ESG Risk,672
"Karat Packaging, Inc.",NAS:KRT,22.5,Medium ESG Risk,672
Karbon Homes Ltd.,-,25.8,Medium ESG Risk,672
Kardemir Karabük Demir Çelik Sanayi ve Ticaret AS,IST:KRDMD.E,34,High ESG Risk,672
Kardex Holding AG,SWX:KARN,29.4,Medium ESG Risk,672
Karel Elektronik Sanayi ve Ticaret AS,IST:KAREL.E,23.6,Medium ESG Risk,672
Karmarts Public Co. Ltd.,BKK:KAMART,37,High ESG Risk,672
Karnataka Bank Ltd.,BOM:532652,24.6,Medium ESG Risk,672
Karnov Group AB,OME:KAR,18.2,Low ESG Risk,672
Karolinska Development AB,OME:KDEV,32.5,High ESG Risk,672
Karoon Energy Ltd.,ASX:KAR,50.5,Severe ESG Risk,673
"Karora Resources, Inc.",-,37.3,High ESG Risk,673
Karsan Otomotiv Sanayii ve Ticaret AS,IST:KARSN.E,25.3,Medium ESG Risk,673
Kartonsan Karton Sanayi ve Ticaret AS,IST:KARTN.E,18.3,Low ESG Risk,673
"Karuna Therapeutics, Inc.",-,33.2,High ESG Risk,673
Karur Vysya Bank Ltd.,BOM:590003,27.4,Medium ESG Risk,673
"Karyopharm Therapeutics, Inc.",NAS:KPTI,29.6,Medium ESG Risk,673
Kasikornbank Public Co. Ltd.,BKK:KBANK,19.7,Low ESG Risk,673
Kaspi.kz JSC,KAZ:KSPI,36,High ESG Risk,673
"Kasumigaseki Capital Co., Ltd.",TKS:3498,52.5,Severe ESG Risk,673
"Katakura Industries Co., Ltd.",TKS:3001,45.7,Severe ESG Risk,674
"KATITAS Co., Ltd.",TKS:8919,21.6,Medium ESG Risk,674
"Kato Sangyo Co., Ltd.",TKS:9869,19.2,Low ESG Risk,674
Kaufman & Broad SA,PAR:KOF,18.3,Low ESG Risk,674
Kaveri Seed Co. Ltd.,BOM:532899,40.1,Severe ESG Risk,674
"Kawada Technologies, Inc.",TKS:3443,39.6,High ESG Risk,674
Kawasaki Heavy Industries Ltd.,TKS:7012,35.1,High ESG Risk,674
"Kawasaki Kisen Kaisha, Ltd.",TKS:9107,18.7,Low ESG Risk,674
Kaynes Technology India Ltd.,BOM:543664,23.2,Medium ESG Risk,674
"KB Capital Co., Ltd.",-,25.7,Medium ESG Risk,674
"KB Financial Group, Inc.",KRX:105560,18.6,Low ESG Risk,675
KB Home,NYS:KBH,17.9,Low ESG Risk,675
"KB Kookmin Card Co., Ltd.",-,17.7,Low ESG Risk,675
"KB Securities Co., Ltd",-,21.2,Medium ESG Risk,675
KBC Ancora SCA,BRU:KBCA,34.1,High ESG Risk,675
KBC Corp. Ltd.,SHG:688598,29,Medium ESG Risk,675
KBC Group NV,BRU:KBC,12.7,Low ESG Risk,675
"KBR, Inc.",NYS:KBR,18.5,Low ESG Risk,675
"KC Co., Ltd. (South Korea)",KRX:029460,23,Medium ESG Risk,675
KCC Corp.,KRX:002380,27.9,Medium ESG Risk,675
KCC Glass Corp.,KRX:344820,21.5,Medium ESG Risk,676
"KCE Electronics Public Co., Ltd.",BKK:KCE,23.1,Medium ESG Risk,676
"KCTech Co., Ltd.",KRX:281820,20.1,Medium ESG Risk,676
KDDI Corp.,TKS:9433,19.8,Low ESG Risk,676
KDX Realty Investment Corp.,TKS:8972,14.9,Low ESG Risk,676
"KE Holdings, Inc.",HKG:2423,23.6,Medium ESG Risk,676
Kearny Financial Corp.,NAS:KRNY,31.7,High ESG Risk,676
KEB Hana Bank,-,18.2,Low ESG Risk,676
"Keboda Technology Co., Ltd.",SHG:603786,21.7,Medium ESG Risk,676
KEC International Ltd.,BOM:532714,29.9,Medium ESG Risk,676
"Keda Industrial Group Co., Ltd.",SHG:600499,36.7,High ESG Risk,677
"Kee Tai Properties Co., Ltd.",TAI:2538,24.2,Medium ESG Risk,677
"Keep, Inc. (China)",HKG:3650,28.4,Medium ESG Risk,677
"KeePer Technical Laboratory Co., Ltd.",TKS:6036,40.7,Severe ESG Risk,677
"Kehua Data Co., Ltd.",SHE:002335,17.4,Low ESG Risk,677
KEI Industries Ltd.,BOM:517569,22.3,Medium ESG Risk,677
"Keihan Holdings Co., Ltd.",TKS:9045,47.8,Severe ESG Risk,677
"Keihanshin Building Co., Ltd.",TKS:8818,14.2,Low ESG Risk,677
Keikyu Corp.,TKS:9006,29.7,Medium ESG Risk,677
Keio Corp.,TKS:9008,29.1,Medium ESG Risk,677
"Keisei Electric Railway Co., Ltd.",TKS:9009,30.8,High ESG Risk,678
Kellanova,NYS:K,30.3,High ESG Risk,678
Keller Group Plc,LON:KLR,36.4,High ESG Risk,678
"Kelly Services, Inc.",NAS:KELYA,9,Negligible ESG Risk,678
Kelsian Group Ltd.,ASX:KLS,11.9,Low ESG Risk,678
"Kelso Technologies, Inc.",TSE:KLS,29.3,Medium ESG Risk,678
