company_name,ticker,esg_score,risk_level,page_number,exchange,clean_ticker,risk_category
"Grindr, Inc.",NYS:GRND,21.7,Medium ESG Risk,506,NYS,GRND,Medium Risk
Grocery Outlet Holding Corp.,NAS:GO,33.8,High ESG Risk,506,NAS,GO,High Risk
"Group 1 Automotive, Inc.",NYS:GPI,13.1,Low ESG Risk,506,NYS,GPI,Low Risk
"Groupon, Inc.",NAS:GRPN,29.2,Medium ESG Risk,507,NAS,GRPN,Medium Risk
GrowGeneration Corp.,NAS:GRWG,30.2,High ESG Risk,507,NAS,GRWG,High Risk
"Guaranty Bancshares, Inc.",NYS:GNTY,30.4,High ESG Risk,517,NYS,GNTY,High Risk
"Guardant Health, Inc.",NAS:GH,24.9,Medium ESG Risk,518,NAS,GH,Medium Risk
"Guess?, Inc.",NYS:GES,20.7,Medium ESG Risk,518,NYS,GES,Medium Risk
"Guidewire Software, Inc.",NYS:GWRE,13.4,Low ESG Risk,518,NYS,GWRE,Low Risk
Gulfport Energy Corp.,NYS:GPOR,43.0,Severe ESG Risk,520,NYS,GPOR,High Risk
"GXO Logistics, Inc.",NYS:GXO,19.8,Low ESG Risk,523,NYS,GXO,Low Risk
H.B. Fuller Co.,NYS:FUL,31.9,High ESG Risk,523,NYS,FUL,High Risk
"H&E Equipment Services, Inc.",NAS:HEES,27.5,Medium ESG Risk,524,NAS,HEES,Medium Risk
"H&R Block, Inc.",NYS:HRB,14.9,Low ESG Risk,524,NYS,HRB,Low Risk
Haemonetics Corp.,NYS:HAE,12.1,Low ESG Risk,524,NYS,HAE,Low Risk
"Hagerty, Inc.",NYS:HGTY,32.1,High ESG Risk,525,NYS,HGTY,High Risk
Hallador Energy Co.,NAS:HNRG,56.8,Severe ESG Risk,527,NAS,HNRG,High Risk
Halliburton Co.,NYS:HAL,23.8,Medium ESG Risk,527,NYS,HAL,Medium Risk
"Halozyme Therapeutics, Inc.",NAS:HALO,19.9,Low ESG Risk,528,NAS,HALO,Low Risk
"Hamilton Lane, Inc.",NAS:HLNE,30.9,High ESG Risk,529,NAS,HLNE,High Risk
Hancock Whitney Corp.,NAS:HWC,31.1,High ESG Risk,530,NAS,HWC,High Risk
"Hanesbrands, Inc.",NYS:HBI,16.2,Low ESG Risk,530,NYS,HBI,Low Risk
Hanmi Financial Corp.,NAS:HAFC,28.8,Medium ESG Risk,534,NAS,HAFC,Medium Risk
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",NYS:HASI,12.4,Low ESG Risk,534,NYS,HASI,Low Risk
"HarborOne Bancorp, Inc.",NAS:HONE,30.3,High ESG Risk,538,NAS,HONE,High Risk
"Harley-Davidson, Inc.",NYS:HOG,13.1,Low ESG Risk,538,NYS,HOG,Low Risk
"Harmonic, Inc.",NAS:HLIT,16.9,Low ESG Risk,538,NAS,HLIT,Low Risk
"Harmony Biosciences Holdings, Inc.",NAS:HRMY,35.6,High ESG Risk,538,NAS,HRMY,High Risk
"Harrow, Inc.",NAS:HROW,37.2,High ESG Risk,539,NAS,HROW,High Risk
"Harvard Bioscience, Inc.",NAS:HBIO,22.9,Medium ESG Risk,539,NAS,HBIO,Medium Risk
"Hasbro, Inc.",NAS:HAS,7.3,Negligible ESG Risk,539,NAS,HAS,Low Risk
"HashiCorp, Inc.",NAS:HCP,25.6,Medium ESG Risk,539,NAS,HCP,Medium Risk
"Haverty Furniture Cos., Inc.",NYS:HVT,15.9,Low ESG Risk,540,NYS,HVT,Low Risk
"Hawaiian Electric Industries, Inc.",NYS:HE,34.0,High ESG Risk,540,NYS,HE,High Risk
"Hawkins, Inc.",NAS:HWKN,29.7,Medium ESG Risk,540,NAS,HWKN,Medium Risk
"Haynes International, Inc.",NAS:HAYN,35.0,High ESG Risk,540,NAS,HAYN,High Risk
"Hayward Holdings, Inc.",NYS:HAYW,13.7,Low ESG Risk,540,NYS,HAYW,Low Risk
"HBT Financial, Inc.",NAS:HBT,28.3,Medium ESG Risk,541,NAS,HBT,Medium Risk
"HCA Healthcare, Inc.",NYS:HCA,27.8,Medium ESG Risk,541,NYS,HCA,Medium Risk
"HCI Group, Inc.",NYS:HCI,32.7,High ESG Risk,541,NYS,HCI,High Risk
"Health Catalyst, Inc.",NAS:HCAT,26.2,Medium ESG Risk,543,NAS,HCAT,Medium Risk
"Healthcare Realty Trust, Inc.",NYS:HR,17.8,Low ESG Risk,544,NYS,HR,Low Risk
"Healthcare Services Group, Inc.",NAS:HCSG,17.4,Low ESG Risk,544,NAS,HCSG,Low Risk
"HealthEquity, Inc.",NAS:HQY,22.2,Medium ESG Risk,544,NAS,HQY,Medium Risk
"HealthStream, Inc.",NAS:HSTM,18.2,Low ESG Risk,544,NAS,HSTM,Low Risk
"Heartland Express, Inc.",NAS:HTLD,20.4,Medium ESG Risk,544,NAS,HTLD,Medium Risk
"Heartland Financial USA, Inc.",NAS:HTLF,28.6,Medium ESG Risk,544,NAS,HTLF,Medium Risk
Hecla Mining Co.,NYS:HL,32.1,High ESG Risk,545,NYS,HL,High Risk
HEICO Corp.,NYS:HEI,39.0,High ESG Risk,545,NYS,HEI,High Risk
"Heidrick & Struggles International, Inc.",NAS:HSII,10.3,Low ESG Risk,546,NAS,HSII,Low Risk
Helen of Troy Ltd.,NAS:HELE,16.8,Low ESG Risk,547,NAS,HELE,Low Risk
"Helios Technologies, Inc.",NYS:HLIO,26.6,Medium ESG Risk,547,NYS,HLIO,Medium Risk
"Helix Energy Solutions Group, Inc.",NYS:HLX,19.3,Low ESG Risk,548,NYS,HLX,Low Risk
"Hello Group, Inc.",NAS:MOMO,25.3,Medium ESG Risk,548,NAS,MOMO,Medium Risk
"Helmerich & Payne, Inc.",NYS:HP,20.4,Medium ESG Risk,548,NYS,HP,Medium Risk
"Henry Schein, Inc.",NAS:HSIC,14.4,Low ESG Risk,551,NAS,HSIC,Low Risk
Herbalife Ltd.,NYS:HLF,21.9,Medium ESG Risk,551,NYS,HLF,Medium Risk
"Herc Holdings, Inc.",NYS:HRI,19.6,Low ESG Risk,551,NYS,HRI,Low Risk
Heritage Commerce Corp.,NAS:HTBK,31.2,High ESG Risk,552,NAS,HTBK,High Risk
Heritage Financial Corp. (Washington),NAS:HFWA,25.6,Medium ESG Risk,552,NAS,HFWA,Medium Risk
"Heron Therapeutics, Inc.",NAS:HRTX,30.8,High ESG Risk,552,NAS,HRTX,High Risk
"Hertz Global Holdings, Inc.",NAS:HTZ,17.3,Low ESG Risk,552,NAS,HTZ,Low Risk
Hess Corp.,NYS:HES,32.0,High ESG Risk,552,NYS,HES,High Risk
Hess Midstream LP,NYS:HESM,25.3,Medium ESG Risk,553,NYS,HESM,Medium Risk
Hewlett Packard Enterprise Co.,NYS:HPE,11.5,Low ESG Risk,553,NYS,HPE,Low Risk
Hexcel Corp.,NYS:HXL,28.8,Medium ESG Risk,553,NYS,HXL,Medium Risk
"HF Foods Group, Inc.",NAS:HFFG,17.7,Low ESG Risk,554,NAS,HFFG,Low Risk
HF Sinclair Corp.,NYS:DINO,35.9,High ESG Risk,554,NYS,DINO,High Risk
"HighPeak Energy, Inc.",NAS:HPK,32.6,High ESG Risk,555,NAS,HPK,High Risk
"Highwoods Properties, Inc.",NYS:HIW,11.7,Low ESG Risk,555,NYS,HIW,Low Risk
"Hillenbrand, Inc.",NYS:HI,29.7,Medium ESG Risk,556,NYS,HI,Medium Risk
"HilleVax, Inc.",NAS:HLVX,28.8,Medium ESG Risk,556,NAS,HLVX,Medium Risk
Hillman Solutions Corp.,NAS:HLMN,26.8,Medium ESG Risk,556,NAS,HLMN,Medium Risk
"Hilltop Holdings, Inc.",NYS:HTH,30.1,High ESG Risk,556,NYS,HTH,High Risk
"Hilton Grand Vacations, Inc.",NYS:HGV,23.9,Medium ESG Risk,556,NYS,HGV,Medium Risk
"Hilton Worldwide Holdings, Inc.",NYS:HLT,17.4,Low ESG Risk,556,NYS,HLT,Low Risk
"Hims & Hers Health, Inc.",NYS:HIMS,22.9,Medium ESG Risk,557,NYS,HIMS,Medium Risk
Hingham Institution for Savings,NAS:HIFS,38.2,High ESG Risk,558,NAS,HIFS,High Risk
"Hippo Holdings, Inc.",NYS:HIPO,22.8,Medium ESG Risk,558,NYS,HIPO,Medium Risk
"HireQuest, Inc.",NAS:HQI,13.6,Low ESG Risk,559,NAS,HQI,Low Risk
HNI Corp.,NYS:HNI,5.4,Negligible ESG Risk,562,NYS,HNI,Low Risk
"Holley, Inc.",NYS:HLLY,26.0,Medium ESG Risk,564,NYS,HLLY,Medium Risk
"Hologic, Inc.",NAS:HOLX,23.8,Medium ESG Risk,565,NAS,HOLX,Medium Risk
"Home Bancorp, Inc.",NAS:HBCP,32.4,High ESG Risk,565,NAS,HBCP,High Risk
"Home Bancshares, Inc. (Arkansas)",NYS:HOMB,27.3,Medium ESG Risk,565,NYS,HOMB,Medium Risk
"HomeStreet, Inc.",NAS:HMST,27.3,Medium ESG Risk,566,NAS,HMST,Medium Risk
"HomeTrust Bancshares, Inc.",NAS:HTBI,29.5,Medium ESG Risk,566,NAS,HTBI,Medium Risk
"Honeywell International, Inc.",NAS:HON,27.1,Medium ESG Risk,567,NAS,HON,Medium Risk
Hooker Furnishings Corp.,NAS:HOFT,13.7,Low ESG Risk,568,NAS,HOFT,Low Risk
"Hope Bancorp, Inc.",NAS:HOPE,32.8,High ESG Risk,568,NAS,HOPE,High Risk
Horace Mann Educators Corp.,NYS:HMN,21.9,Medium ESG Risk,568,NYS,HMN,Medium Risk
"Horizon Bancorp, Inc. (Indiana)",NAS:HBNC,30.6,High ESG Risk,569,NAS,HBNC,High Risk
Hormel Foods Corp.,NYS:HRL,26.1,Medium ESG Risk,569,NYS,HRL,Medium Risk
"Host Hotels & Resorts, Inc.",NAS:HST,12.9,Low ESG Risk,570,NAS,HST,Low Risk
"Houlihan Lokey, Inc.",NYS:HLI,26.1,Medium ESG Risk,571,NYS,HLI,Medium Risk
"Hovnanian Enterprises, Inc.",NYS:HOV,21.6,Medium ESG Risk,571,NYS,HOV,Medium Risk
"Howard Hughes Holdings, Inc.",NYS:HHH,22.8,Medium ESG Risk,571,NYS,HHH,Medium Risk
"Howmet Aerospace, Inc.",NYS:HWM,23.6,Medium ESG Risk,571,NYS,HWM,Medium Risk
"HP, Inc.",NYS:HPQ,10.6,Low ESG Risk,572,NYS,HPQ,Low Risk
"Hub Group, Inc.",NAS:HUBG,22.6,Medium ESG Risk,576,NAS,HUBG,Medium Risk
"Hubbell, Inc.",NYS:HUBB,17.9,Low ESG Risk,576,NYS,HUBB,Low Risk
"HubSpot, Inc.",NYS:HUBS,14.6,Low ESG Risk,578,NYS,HUBS,Low Risk
"Hudson Pacific Properties, Inc.",NYS:HPP,14.1,Low ESG Risk,578,NYS,HPP,Low Risk
"Hudson Technologies, Inc.",NAS:HDSN,23.8,Medium ESG Risk,578,NAS,HDSN,Medium Risk
"Humacyte, Inc.",NAS:HUMA,29.9,Medium ESG Risk,579,NAS,HUMA,Medium Risk
"Humana, Inc.",NYS:HUM,18.9,Low ESG Risk,579,NYS,HUM,Low Risk
"Huntington Bancshares, Inc.",NAS:HBAN,16.6,Low ESG Risk,582,NAS,HBAN,Low Risk
"Huntington Ingalls Industries, Inc.",NYS:HII,34.2,High ESG Risk,582,NYS,HII,High Risk
Huntsman Corp.,NYS:HUN,21.8,Medium ESG Risk,582,NYS,HUN,Medium Risk
"Huron Consulting Group, Inc.",NAS:HURN,17.9,Low ESG Risk,582,NAS,HURN,Low Risk
"HUYA, Inc.",NYS:HUYA,26.7,Medium ESG Risk,583,NYS,HUYA,Medium Risk
Hyatt Hotels Corp.,NYS:H,29.1,Medium ESG Risk,583,NYS,H,Medium Risk
Hyliion Holdings Corp.,NYS:HYLN,23.0,Medium ESG Risk,584,NYS,HYLN,Medium Risk
"Hyster-Yale, Inc.",NYS:HY,36.1,High ESG Risk,585,NYS,HY,High Risk
"i3 Verticals, Inc.",NAS:IIIV,26.3,Medium ESG Risk,588,NAS,IIIV,Medium Risk
"IAC, Inc.",NAS:IAC,25.6,Medium ESG Risk,588,NAS,IAC,Medium Risk
IBEX Ltd.,NAS:IBEX,22.4,Medium ESG Risk,589,NAS,IBEX,Medium Risk
Icahn Enterprises LP,NAS:IEP,56.3,Severe ESG Risk,589,NAS,IEP,High Risk
"ICF International, Inc.",NAS:ICFI,17.9,Low ESG Risk,590,NAS,ICFI,Low Risk
Ichor Holdings Ltd.,NAS:ICHR,17.1,Low ESG Risk,590,NAS,ICHR,Low Risk
ICL Group Ltd.,NYS:ICL,23.0,Medium ESG Risk,591,NYS,ICL,Medium Risk
ICON plc,NAS:ICLR,15.6,Low ESG Risk,591,NAS,ICLR,Low Risk
"ICU Medical, Inc.",NAS:ICUI,18.7,Low ESG Risk,591,NAS,ICUI,Low Risk
"IDACORP, Inc.",NYS:IDA,32.7,High ESG Risk,591,NYS,IDA,High Risk
"IDEAYA Biosciences, Inc.",NAS:IDYA,33.7,High ESG Risk,592,NAS,IDYA,High Risk
IDEX Corp.,NYS:IEX,30.6,High ESG Risk,592,NYS,IEX,High Risk
"IDEXX Laboratories, Inc.",NAS:IDXX,16.3,Low ESG Risk,592,NAS,IDXX,Low Risk
IDT Corp.,NYS:IDT,33.6,High ESG Risk,593,NYS,IDT,High Risk
"IES Holdings, Inc.",NAS:IESC,37.7,High ESG Risk,593,NAS,IESC,High Risk
"IGM Biosciences, Inc.",NAS:IGMS,39.0,High ESG Risk,594,NAS,IGMS,High Risk
"iHeartMedia, Inc.",NAS:IHRT,13.7,Low ESG Risk,594,NAS,IHRT,Low Risk
IHS Holding Ltd.,NYS:IHS,18.3,Low ESG Risk,595,NYS,IHS,Low Risk
"Ikena Oncology, Inc.",NAS:IKNA,32.4,High ESG Risk,595,NAS,IKNA,High Risk
Illinois Tool Works Inc.,NYS:ITW,22.6,Medium ESG Risk,596,NYS,ITW,Medium Risk
"Illumina, Inc.",NAS:ILMN,19.0,Low ESG Risk,596,NAS,ILMN,Low Risk
IMAX Corp.,NYS:IMAX,18.3,Low ESG Risk,597,NYS,IMAX,Low Risk
Immersion Corp.,NAS:IMMR,23.4,Medium ESG Risk,598,NAS,IMMR,Medium Risk
Immuneering Corp.,NAS:IMRX,24.1,Medium ESG Risk,598,NAS,IMRX,Medium Risk
"ImmunityBio, Inc.",NAS:IBRX,38.9,High ESG Risk,598,NAS,IBRX,High Risk
"Immunovant, Inc.",NAS:IMVT,35.7,High ESG Risk,598,NAS,IMVT,High Risk
"Impinj, Inc.",NAS:PI,32.1,High ESG Risk,599,NAS,PI,High Risk
"Inari Medical, Inc.",NAS:NARI,31.0,High ESG Risk,600,NAS,NARI,High Risk
Incyte Corp.,NAS:INCY,23.7,Medium ESG Risk,600,NAS,INCY,Medium Risk
"Independence Realty Trust, Inc.",NYS:IRT,16.6,Low ESG Risk,600,NYS,IRT,Low Risk
Independent Bank Corp. (Massachusetts),NAS:INDB,26.6,Medium ESG Risk,600,NAS,INDB,Medium Risk
Independent Bank Corp. (Michigan),NAS:IBCP,27.1,Medium ESG Risk,601,NAS,IBCP,Medium Risk
"Independent Bank Group, Inc.",NAS:IBTX,29.0,Medium ESG Risk,601,NAS,IBTX,Medium Risk
"indie Semiconductor, Inc.",NAS:INDI,35.6,High ESG Risk,602,NAS,INDI,High Risk
Infinera Corp.,NAS:INFN,17.9,Low ESG Risk,605,NAS,INFN,Low Risk
"Informatica, Inc. (California)",NYS:INFA,17.5,Low ESG Risk,606,NYS,INFA,Low Risk
"Information Services Group, Inc.",NAS:III,26.5,Medium ESG Risk,606,NAS,III,Medium Risk
"Ingersoll Rand, Inc.",NYS:IR,10.2,Low ESG Risk,607,NYS,IR,Low Risk
Ingevity Corp.,NYS:NGVT,22.9,Medium ESG Risk,607,NYS,NGVT,Medium Risk
"Ingles Markets, Inc.",NAS:IMKTA,25.6,Medium ESG Risk,608,NAS,IMKTA,Medium Risk
"Ingredion, Inc.",NYS:INGR,28.7,Medium ESG Risk,608,NYS,INGR,Medium Risk
InMode Ltd.,NAS:INMD,28.2,Medium ESG Risk,608,NAS,INMD,Medium Risk
"Innodata, Inc.",NAS:INOD,23.8,Medium ESG Risk,610,NAS,INOD,Medium Risk
"Innospec, Inc.",NAS:IOSP,23.9,Medium ESG Risk,610,NAS,IOSP,Medium Risk
InnovAge Holding Corp.,NAS:INNV,26.6,Medium ESG Risk,610,NAS,INNV,Medium Risk
INNOVATE Corp.,NYS:VATE,44.4,Severe ESG Risk,610,NYS,VATE,High Risk
"Innovative Industrial Properties, Inc.",NYS:IIPR,18.6,Low ESG Risk,611,NYS,IIPR,Low Risk
"Innoviva, Inc.",NAS:INVA,30.2,High ESG Risk,611,NAS,INVA,High Risk
"Inogen, Inc.",NAS:INGN,22.4,Medium ESG Risk,611,NAS,INGN,Medium Risk
"Inozyme Pharma, Inc.",NAS:INZY,33.1,High ESG Risk,611,NAS,INZY,High Risk
"Insight Enterprises, Inc.",NAS:NSIT,11.1,Low ESG Risk,612,NAS,NSIT,Low Risk
"Insmed, Inc.",NAS:INSM,25.7,Medium ESG Risk,612,NAS,INSM,Medium Risk
"Insperity, Inc.",NYS:NSP,12.4,Low ESG Risk,612,NYS,NSP,Low Risk
"Inspire Medical Systems, Inc.",NYS:INSP,33.5,High ESG Risk,612,NYS,INSP,High Risk
"Inspired Entertainment, Inc.",NAS:INSE,27.1,Medium ESG Risk,612,NAS,INSE,Medium Risk
"Installed Building Products, Inc.",NYS:IBP,20.3,Medium ESG Risk,613,NYS,IBP,Medium Risk
"Insteel Industries, Inc.",NYS:IIIN,30.9,High ESG Risk,613,NYS,IIIN,High Risk
"Instructure Holdings, Inc.",NYS:INST,25.0,Medium ESG Risk,613,NYS,INST,Medium Risk
Insulet Corp.,NAS:PODD,21.4,Medium ESG Risk,613,NAS,PODD,Medium Risk
"Intapp, Inc.",NAS:INTA,23.4,Medium ESG Risk,614,NAS,INTA,Medium Risk
Integer Holdings Corp.,NYS:ITGR,25.6,Medium ESG Risk,614,NYS,ITGR,Medium Risk
Integra LifeSciences Holdings Corp.,NAS:IART,22.8,Medium ESG Risk,614,NAS,IART,Medium Risk
Integral Ad Science Holding Corp.,NAS:IAS,22.4,Medium ESG Risk,614,NAS,IAS,Medium Risk
Intel Corp.,NAS:INTC,15.3,Low ESG Risk,615,NAS,INTC,Low Risk
"Intellia Therapeutics, Inc.",NAS:NTLA,26.9,Medium ESG Risk,615,NAS,NTLA,Medium Risk
"Inter Parfums, Inc.",NAS:IPAR,33.9,High ESG Risk,615,NAS,IPAR,High Risk
"Interactive Brokers Group, Inc.",NAS:IBKR,26.9,Medium ESG Risk,615,NAS,IBKR,Medium Risk
"Intercontinental Exchange, Inc.",NYS:ICE,18.6,Low ESG Risk,616,NYS,ICE,Low Risk
"InterDigital, Inc.",NAS:IDCC,21.7,Medium ESG Risk,616,NAS,IDCC,Medium Risk
"Interface, Inc.",NAS:TILE,18.9,Low ESG Risk,617,NAS,TILE,Low Risk
International Bancshares Corp.,NAS:IBOC,27.9,Medium ESG Risk,617,NAS,IBOC,Medium Risk
International Business Machines Corp.,NYS:IBM,13.3,Low ESG Risk,617,NYS,IBM,Low Risk
"International Flavors & Fragrances, Inc.",NYS:IFF,23.2,Medium ESG Risk,618,NYS,IFF,Medium Risk
International Game Technology PLC,NYS:IGT,15.9,Low ESG Risk,618,NYS,IGT,Low Risk
"International Money Express, Inc.",NAS:IMXI,33.6,High ESG Risk,618,NAS,IMXI,High Risk
International Paper Co.,NYS:IP,23.4,Medium ESG Risk,619,NYS,IP,Medium Risk
"International Seaways, Inc.",NYS:INSW,41.9,Severe ESG Risk,619,NYS,INSW,High Risk
"Interpublic Group of Cos., Inc.",NYS:IPG,8.7,Negligible ESG Risk,619,NYS,IPG,Low Risk
"Intevac, Inc.",NAS:IVAC,19.8,Low ESG Risk,620,NAS,IVAC,Low Risk
"Intra-Cellular Therapies, Inc.",NAS:ITCI,33.9,High ESG Risk,621,NAS,ITCI,High Risk
"Intrepid Potash, Inc.",NYS:IPI,38.6,High ESG Risk,621,NYS,IPI,High Risk
"Intuit, Inc.",NAS:INTU,16.9,Low ESG Risk,621,NAS,INTU,Low Risk
"Intuitive Surgical, Inc.",NAS:ISRG,19.5,Low ESG Risk,621,NAS,ISRG,Low Risk
InvenTrust Properties Corp.,NYS:IVT,12.6,Low ESG Risk,622,NYS,IVT,Low Risk
Invesco Ltd.,NYS:IVZ,21.1,Medium ESG Risk,622,NYS,IVZ,Medium Risk
"Invesco Mortgage Capital, Inc.",NYS:IVR,17.5,Low ESG Risk,622,NYS,IVR,Low Risk
Investors Title Co.,NAS:ITIC,29.4,Medium ESG Risk,623,NAS,ITIC,Medium Risk
"Invitation Homes, Inc.",NYS:INVH,16.0,Low ESG Risk,624,NYS,INVH,Low Risk
"Ionis Pharmaceuticals, Inc.",NAS:IONS,26.9,Medium ESG Risk,625,NAS,IONS,Medium Risk
"IonQ, Inc.",NYS:IONQ,20.0,Medium ESG Risk,625,NYS,IONQ,Medium Risk
"Iovance Biotherapeutics, Inc.",NAS:IOVA,28.2,Medium ESG Risk,625,NAS,IOVA,Medium Risk
IPG Photonics Corp.,NAS:IPGP,10.7,Low ESG Risk,625,NAS,IPGP,Low Risk
"iQIYI, Inc.",NAS:IQ,20.1,Medium ESG Risk,626,NAS,IQ,Medium Risk
"IQVIA Holdings, Inc.",NYS:IQV,16.1,Low ESG Risk,626,NYS,IQV,Low Risk
IRadimed Corp.,NAS:IRMD,30.1,High ESG Risk,626,NAS,IRMD,High Risk
"iRhythm Technologies, Inc.",NAS:IRTC,27.4,Medium ESG Risk,627,NAS,IRTC,Medium Risk
"Iridium Communications, Inc.",NAS:IRDM,24.9,Medium ESG Risk,627,NAS,IRDM,Medium Risk
iRobot Corp.,NAS:IRBT,24.5,Medium ESG Risk,627,NAS,IRBT,Medium Risk
"Iron Mountain, Inc.",NYS:IRM,14.1,Low ESG Risk,628,NYS,IRM,Low Risk
"Ironwood Pharmaceuticals, Inc.",NAS:IRWD,18.9,Low ESG Risk,628,NAS,IRWD,Low Risk
"iTeos Therapeutics, Inc.",NAS:ITOS,23.0,Medium ESG Risk,631,NAS,ITOS,Medium Risk
"Iteris, Inc.",NAS:ITI,14.2,Low ESG Risk,632,NAS,ITI,Low Risk
"Itron, Inc.",NAS:ITRI,12.2,Low ESG Risk,632,NAS,ITRI,Low Risk
"ITT, Inc.",NYS:ITT,22.5,Medium ESG Risk,633,NYS,ITT,Medium Risk
Ituran Location & Control Ltd.,NAS:ITRN,19.2,Low ESG Risk,633,NAS,ITRN,Low Risk
"J.B. Hunt Transport Services, Inc.",NAS:JBHT,14.3,Low ESG Risk,635,NAS,JBHT,Low Risk
"J.Jill, Inc.",NYS:JILL,17.7,Low ESG Risk,635,NYS,JILL,Low Risk
J&J Snack Foods Corp.,NAS:JJSF,37.4,High ESG Risk,635,NAS,JJSF,High Risk
"Jabil, Inc.",NYS:JBL,9.5,Negligible ESG Risk,635,NYS,JBL,Low Risk
"Jack Henry & Associates, Inc.",NAS:JKHY,18.7,Low ESG Risk,636,NAS,JKHY,Low Risk
"Jack in the Box, Inc.",NAS:JACK,28.1,Medium ESG Risk,636,NAS,JACK,Medium Risk
"Jackson Financial, Inc.",NYS:JXN,24.1,Medium ESG Risk,636,NYS,JXN,Medium Risk
"Jacobs Solutions, Inc.",NYS:J,23.5,Medium ESG Risk,636,NYS,J,Medium Risk
"JAKKS Pacific, Inc.",NAS:JAKK,13.6,Low ESG Risk,637,NAS,JAKK,Low Risk
James River Group Holdings Ltd.,NAS:JRVR,38.4,High ESG Risk,638,NAS,JRVR,High Risk
Jamf Holding Corp.,NAS:JAMF,18.8,Low ESG Risk,638,NAS,JAMF,Low Risk
Janus Henderson Group Plc,NYS:JHG,16.8,Low ESG Risk,638,NYS,JHG,Low Risk
"Janus International Group, Inc.",NYS:JBI,32.0,High ESG Risk,638,NYS,JBI,High Risk
"Janux Therapeutics, Inc.",NAS:JANX,28.8,Medium ESG Risk,639,NAS,JANX,Medium Risk
Jazz Pharmaceuticals Plc,NAS:JAZZ,24.7,Medium ESG Risk,643,NAS,JAZZ,Medium Risk
JBG SMITH Properties,NYS:JBGS,13.2,Low ESG Risk,643,NYS,JBGS,Low Risk
"Jefferies Financial Group, Inc.",NYS:JEF,24.7,Medium ESG Risk,644,NYS,JEF,Medium Risk
"JELD-WEN Holding, Inc.",NYS:JELD,27.9,Medium ESG Risk,645,NYS,JELD,Medium Risk
JetBlue Airways Corp.,NAS:JBLU,30.4,High ESG Risk,646,NAS,JBLU,High Risk
JFrog Ltd.,NAS:FROG,21.6,Medium ESG Risk,646,NAS,FROG,Medium Risk
"JinkoSolar Holding Co., Ltd.",NYS:JKS,37.1,High ESG Risk,655,NYS,JKS,High Risk
"Joby Aviation, Inc.",NYS:JOBY,40.3,Severe ESG Risk,658,NYS,JOBY,High Risk
"John B. Sanfilippo & Son, Inc.",NAS:JBSS,31.4,High ESG Risk,658,NAS,JBSS,High Risk
John Bean Technologies Corp.,NYS:JBT,27.0,Medium ESG Risk,658,NYS,JBT,Medium Risk
"John Marshall Bancorp, Inc.",NAS:JMSB,30.1,High ESG Risk,658,NAS,JMSB,High Risk
"John Wiley & Sons, Inc.",NYS:WLY,13.3,Low ESG Risk,658,NYS,WLY,Low Risk
Johnson & Johnson,NYS:JNJ,20.1,Medium ESG Risk,659,NYS,JNJ,Medium Risk
Johnson Controls International Plc,NYS:JCI,16.1,Low ESG Risk,659,NYS,JCI,Low Risk
"Johnson Outdoors, Inc.",NAS:JOUT,11.3,Low ESG Risk,659,NAS,JOUT,Low Risk
"Jones Lang LaSalle, Inc.",NYS:JLL,7.4,Negligible ESG Risk,660,NYS,JLL,Low Risk
"JOYY, Inc.",NAS:YY,31.5,High ESG Risk,661,NAS,YY,High Risk
JPMorgan Chase & Co.,NYS:JPM,27.5,Medium ESG Risk,661,NYS,JPM,Medium Risk
"Juniper Networks, Inc.",NYS:JNPR,12.9,Low ESG Risk,664,NYS,JNPR,Low Risk
Kadant Inc.,NYS:KAI,30.4,High ESG Risk,666,NYS,KAI,High Risk
Kaiser Aluminum Corp.,NAS:KALU,27.9,Medium ESG Risk,667,NAS,KALU,Medium Risk
"Kaltura, Inc.",NAS:KLTR,23.6,Medium ESG Risk,668,NAS,KLTR,Medium Risk
"KalVista Pharmaceuticals, Inc.",NAS:KALV,32.5,High ESG Risk,669,NAS,KALV,High Risk
"Karat Packaging, Inc.",NAS:KRT,22.5,Medium ESG Risk,672,NAS,KRT,Medium Risk
"Karyopharm Therapeutics, Inc.",NAS:KPTI,29.6,Medium ESG Risk,673,NAS,KPTI,Medium Risk
KB Home,NYS:KBH,17.9,Low ESG Risk,675,NYS,KBH,Low Risk
"KBR, Inc.",NYS:KBR,18.5,Low ESG Risk,675,NYS,KBR,Low Risk
Kearny Financial Corp.,NAS:KRNY,31.7,High ESG Risk,676,NAS,KRNY,High Risk
Kellanova,NYS:K,30.3,High ESG Risk,678,NYS,K,High Risk
"Kelly Services, Inc.",NAS:KELYA,9.0,Negligible ESG Risk,678,NAS,KELYA,Low Risk
Kemper Corp.,NYS:KMPR,27.7,Medium ESG Risk,678,NYS,KMPR,Medium Risk
"Kennametal, Inc.",NYS:KMT,19.1,Low ESG Risk,679,NYS,KMT,Low Risk
"Kennedy-Wilson Holdings, Inc.",NYS:KW,15.2,Low ESG Risk,679,NYS,KW,Low Risk
Kenon Holdings Ltd.,NYS:KEN,54.1,Severe ESG Risk,679,NYS,KEN,High Risk
"Kenvue, Inc.",NYS:KVUE,17.0,Low ESG Risk,679,NYS,KVUE,Low Risk
"Keros Therapeutics, Inc.",NAS:KROS,28.0,Medium ESG Risk,680,NAS,KROS,Medium Risk
